UpperName	miRGate.name	Accession	Name
HSA-MIR-424-3P	hsa-mir-424-3p	MIMAT0004749	hsa-miR-424-3p
HSA-MIR-504-5P	hsa-mir-504-5p	MIMAT0002875	hsa-miR-504-5p
HSA-MIR-504-3P	hsa-mir-504-3p	MIMAT0026612	hsa-miR-504-3p
HSA-MIR-505-3P	hsa-mir-505-3p	MIMAT0002876	hsa-miR-505-3p
HSA-MIR-513C-5P	hsa-mir-513c-5p	MIMAT0005789	hsa-miR-513c-5p
HSA-MIR-513C-3P	hsa-mir-513c-3p	MIMAT0022728	hsa-miR-513c-3p
HSA-MIR-506-5P	hsa-mir-506-5p	MIMAT0022701	hsa-miR-506-5p
HSA-MIR-508-5P	hsa-mir-508-5p	MIMAT0004778	hsa-miR-508-5p
HSA-MIR-514B-5P	hsa-mir-514b-5p	MIMAT0015087	hsa-miR-514b-5p
HSA-MIR-509-5P	hsa-mir-509-5p	MIMAT0004779	hsa-miR-509-5p
HSA-MIR-509-3P	hsa-mir-509-3p	MIMAT0002881	hsa-miR-509-3p
HSA-MIR-509-3P	hsa-mir-509-3p	MIMAT0002881	hsa-miR-509-3p
HSA-MIR-509-3-5P	hsa-mir-509-3-5p	MIMAT0004975	hsa-miR-509-3-5p
HSA-MIR-509-5P	hsa-mir-509-5p	MIMAT0004779	hsa-miR-509-5p
HSA-MIR-509-3P	hsa-mir-509-3p	MIMAT0002881	hsa-miR-509-3p
HSA-MIR-510-5P	hsa-mir-510-5p	MIMAT0002882	hsa-miR-510-5p
HSA-MIR-514A-5P	hsa-mir-514a-5p	MIMAT0022702	hsa-miR-514a-5p
HSA-MIR-514A-5P	hsa-mir-514a-5p	MIMAT0022702	hsa-miR-514a-5p
HSA-MIR-514A-5P	hsa-mir-514a-5p	MIMAT0022702	hsa-miR-514a-5p
HSA-MIR-105-5P	hsa-mir-105-5p	MIMAT0000102	hsa-miR-105-5p
HSA-MIR-105-3P	hsa-mir-105-3p	MIMAT0004516	hsa-miR-105-3p
HSA-MIR-767-5P	hsa-mir-767-5p	MIMAT0003882	hsa-miR-767-5p
HSA-MIR-105-5P	hsa-mir-105-5p	MIMAT0000102	hsa-miR-105-5p
HSA-MIR-105-3P	hsa-mir-105-3p	MIMAT0004516	hsa-miR-105-3p
HSA-MIR-664B-3P	hsa-mir-664b-3p	MIMAT0022272	hsa-miR-664b-3p
